WOJ;POW;GMI;NAZWA;STAN_NA
30;10;4;Białobród-Kolonia;01.01.2023
30;9;6;Kłodawa;01.01.2023
30;9;1;Koło;01.01.2023
30;9;1;Blizna;01.01.2023
30;9;1;Kaliskie Przedmieście;01.01.2023
30;9;1;Mozajka;01.01.2023
30;9;1;Płaszczyzna;01.01.2023
30;9;1;Ruchenna;01.01.2023
30;9;1;Warszawskie Przedmieście;01.01.2023
30;9;11;Przedecz;01.01.2023
30;9;11;Nad Jeziorem;01.01.2023
30;9;11;Wydrzyłeb;01.01.2023
30;9;11;Zapłocie;01.01.2023
30;30;4;Pyzdry;01.01.2023
30;30;4;Winnica;01.01.2023
30;30;4;Wójtostwo;01.01.2023
30;10;7;Rychwał;01.01.2023
30;10;7;Józefów;01.01.2023
30;10;7;Milew;01.01.2023
30;10;7;Sokołów;01.01.2023
30;10;7;Żurawin;01.01.2023
30;23;1;Słupca;01.01.2023
30;10;10;Sompolno;01.01.2023
30;10;10;Krycha;01.01.2023
30;10;10;Zielona Ulica;01.01.2023
30;10;12;Ślesin;01.01.2023
30;10;12;Działki;01.01.2023
30;10;12;Kliny;01.01.2023
30;10;12;Krzyżka;01.01.2023
30;27;7;Tuliszków;01.01.2023
30;27;1;Turek;01.01.2023
30;27;1;Poduchowne;01.01.2023
10;11;4;Uniejów;01.01.2023
10;11;4;Budy Uniejowskie;01.01.2023
10;11;4;Kościelnica;01.01.2023
30;3;10;Witkowo;01.01.2023
30;3;10;Kierkowo;01.01.2023
30;3;10;Witkowo-Dominium;01.01.2023
30;3;10;Witkowo-Osiedle;01.01.2023
30;3;10;Witkowo-Wieś;01.01.2023
30;23;8;Zagórów;01.01.2023
32;61;1;Koszalin;01.01.2023
32;61;1;Chełmki;01.01.2023
32;61;1;Chełmoniewo;01.01.2023
32;61;1;Dzierżęcino;01.01.2023
32;61;1;Jedliny;01.01.2023
32;61;1;Kawiłęg;01.01.2023
32;61;1;Kłoski;01.01.2023
32;61;1;Lubiatowo;01.01.2023
32;61;1;Miłakowo;01.01.2023
32;61;1;Podgórze;01.01.2023
32;61;1;Przeciszewko;01.01.2023
32;61;1;Raduszka;01.01.2023
32;61;1;Rokosowo;01.01.2023
32;61;1;Sarzyno;01.01.2023
32;61;1;Wichłacz;01.01.2023
32;61;1;Wilkowo;01.01.2023
32;61;1;Zagórzyno;01.01.2023
32;61;1;Żabowo;01.01.2023
32;15;2;Barwice;01.01.2023
32;15;2;Korzec;01.01.2023
32;15;2;Łęknica;01.01.2023
32;15;2;Piaskowo;01.01.2023
32;15;2;Przybkowo;01.01.2023
32;1;1;Białogard;01.01.2023
32;1;1;Kisielice;01.01.2023
32;1;1;Kroszal;01.01.2023
32;1;1;Połczynek;01.01.2023
32;1;1;Przedmieście Kołobrzeskie;01.01.2023
32;1;1;Przemiłowo;01.01.2023
32;1;1;Trzebiele;01.01.2023
32;15;3;Biały Bór;01.01.2023
32;15;3;Dalkowo;01.01.2023
32;15;3;Kamienna;01.01.2023
32;15;3;Linowo;01.01.2023
32;9;3;Bobolice;01.01.2023
32;3;1;Czaplinek;01.01.2023
32;3;1;Zawada;01.01.2023
32;13;1;Darłowo;01.01.2023
32;13;1;Darłówko;01.01.2023
32;13;1;Racisław;01.01.2023
32;3;2;Drawsko Pomorskie;01.01.2023
32;3;2;Jankowo;01.01.2023
32;3;2;Koleśno;01.01.2023
32;3;2;Okrze;01.01.2023
32;3;2;Zdroje;01.01.2023
32;3;3;Kalisz Pomorski;01.01.2023
32;1;3;Karlino;01.01.2023
32;8;1;Kołobrzeg;01.01.2023
32;8;1;Kostrzewno;01.01.2023
32;8;1;Lubinia;01.01.2023
32;8;1;Lubostronie;01.01.2023
32;8;1;Podczele;01.01.2023
32;8;1;Przylaski;01.01.2023
32;8;1;Radzikowo;01.01.2023
32;8;1;Radzikowskie Przedmieście;01.01.2023
32;8;1;Żółczyce;01.01.2023
32;9;6;Polanów;01.01.2023
32;9;6;Czajka;01.01.2023
32;9;6;Świercze;01.01.2023
32;16;3;Połczyn-Zdrój;01.01.2023
32;9;7;Sianów;01.01.2023
32;9;7;Sianówek;01.01.2023
32;15;1;Szczecinek;01.01.2023
32;15;1;Bugno;01.01.2023
32;15;1;Chyże;01.01.2023
32;15;1;Czarnobór;01.01.2023
32;15;1;Opoczyska;01.01.2023
32;15;1;Raciborki;01.01.2023
32;16;1;Świdwin;01.01.2023
32;16;1;Buczyna;01.01.2023
32;16;1;Rycerskie Dobra;01.01.2023
32;16;1;Szczytniki;01.01.2023
32;16;1;Świdwinek;01.01.2023
32;3;6;Złocieniec;01.01.2023
32;3;6;Budów;01.01.2023
32;3;6;Bytyń;01.01.2023
32;3;6;Gaje;01.01.2023
32;3;6;Grotniki;01.01.2023
32;3;6;Kosowo;01.01.2023
32;3;6;Krosin;01.01.2023
32;3;6;Rakowo;01.01.2023
12;61;1;Kraków;01.01.2023
12;61;2;Kraków-Krowodrza;01.01.2023
12;61;2;Azory;01.01.2023
12;61;2;Bielany;01.01.2023
12;61;2;Bronowice Małe;01.01.2023
12;61;2;Bronowice Wielkie;01.01.2023
12;61;2;Chełm;01.01.2023
12;61;2;Cichy Kącik;01.01.2023
12;61;2;Czarna Wieś;01.01.2023
12;61;2;Górka Narodowa;01.01.2023
12;61;2;Krowodrza;01.01.2023
12;61;2;Las Wolski;01.01.2023
12;61;2;Łobzów;01.01.2023
12;61;2;Mydlniki;01.01.2023
12;61;2;Nowa Wieś;01.01.2023
12;61;2;Olszanica;01.01.2023
12;61;2;Półwsie Zwierzynieckie;01.01.2023
12;61;2;Prądnik Biały;01.01.2023
12;61;2;Przegorzały;01.01.2023
12;61;2;Salwator;01.01.2023
12;61;2;Stara Krowodrza;01.01.2023
12;61;2;Tonie;01.01.2023
12;61;2;Witkowice;01.01.2023
12;61;2;Wola Justowska;01.01.2023
12;61;2;Zwierzyniec;01.01.2023
12;61;3;Kraków-Nowa Huta;01.01.2023
12;61;3;Bieńczyce;01.01.2023
12;61;3;Branice;01.01.2023
12;61;3;Chałupki;01.01.2023
12;61;3;Czyżyny;01.01.2023
12;61;3;Grębałów;01.01.2023
12;61;3;Kantorowice;01.01.2023
12;61;3;Kościelniki;01.01.2023
12;61;3;Krzesławice;01.01.2023
12;61;3;Lubocza;01.01.2023
12;61;3;Łęg;01.01.2023
12;61;3;Łuczanowice;01.01.2023
12;61;3;Mistrzejowice;01.01.2023
12;61;3;Mogiła;01.01.2023
12;61;3;Nowa Huta;01.01.2023
12;61;3;Pleszów;01.01.2023
12;61;3;Przylasek Rusiecki;01.01.2023
12;61;3;Przylasek Wyciąski;01.01.2023
12;61;3;Ruszcza;01.01.2023
12;61;3;Wadów;01.01.2023
12;61;3;Węgrzynowice;01.01.2023
12;61;3;Wolica;01.01.2023
12;61;3;Wróżenice;01.01.2023
12;61;3;Wyciąże;01.01.2023
12;61;3;Zesławice;01.01.2023
12;61;4;Kraków-Podgórze;01.01.2023
12;61;4;Bieżanów;01.01.2023
12;61;4;Bodzów;01.01.2023
12;61;4;Bonarka;01.01.2023
12;61;4;Borek Fałęcki;01.01.2023
12;61;4;Cegielniana;01.01.2023
12;61;4;Dębniki;01.01.2023
12;61;4;Golikówka;01.01.2023
12;61;4;Jugowice;01.01.2023
12;61;4;Kliny;01.01.2023
12;61;4;Kobierzyn;01.01.2023
12;61;4;Kosocice;01.01.2023
12;61;4;Kostrze;01.01.2023
12;61;4;Kurdwanów;01.01.2023
12;61;4;Ludwinów;01.01.2023
12;61;4;Łagiewniki;01.01.2023
12;61;4;Opatkowice;01.01.2023
12;61;4;Piaski Wielkie;01.01.2023
12;61;4;Płaszów;01.01.2023
12;61;4;Podgórze;01.01.2023
12;61;4;Prokocim;01.01.2023
12;61;4;Przewóz;01.01.2023
12;61;4;Pychowice;01.01.2023
12;61;4;Rajsko;01.01.2023
12;61;4;Rybitwy;01.01.2023
12;61;4;Rżąka;01.01.2023
12;61;4;Sidzina;01.01.2023
12;61;4;Skotniki;01.01.2023
12;61;4;Soboniowice;01.01.2023
12;61;4;Swoszowice;01.01.2023
12;61;4;Tyniec;01.01.2023
12;61;4;Wola Duchacka;01.01.2023
12;61;4;Wróblowice;01.01.2023
12;61;4;Zaborze;01.01.2023
12;61;4;Zakrzówek;01.01.2023
12;61;4;Zbydniowice;01.01.2023
12;61;5;Kraków-Śródmieście;01.01.2023
12;61;5;Dąbie;01.01.2023
12;61;5;Grzegórzki;01.01.2023
12;61;5;Kazimierz;01.01.2023
12;61;5;Kleparz;01.01.2023
12;61;5;Nowy Świat;01.01.2023
12;61;5;Olsza;01.01.2023
12;61;5;Piasek;01.01.2023
12;61;5;Prądnik Czerwony;01.01.2023
12;61;5;Rakowice;01.01.2023
12;61;5;Stare Miasto;01.01.2023
12;61;5;Ugorek;01.01.2023
12;61;5;Warszawskie;01.01.2023
12;61;5;Wawel;01.01.2023
12;61;5;Wesoła;01.01.2023
12;61;5;Wieczysta;01.01.2023
12;61;5;Wiśniowa;01.01.2023
12;9;1;Dobczyce;01.01.2023
12;9;1;Czerwona;01.01.2023
12;9;1;Dębowa;01.01.2023
12;9;1;Gwoździówka;01.01.2023
12;9;1;Marwin;01.01.2023
12;9;1;Węgielnica;01.01.2023
12;9;1;Zarabie;01.01.2023
12;6;6;Krzeszowice;01.01.2023
12;6;6;Bażantarnia;01.01.2023
12;6;6;Durówka;01.01.2023
12;6;6;Zagrody;01.01.2023
12;9;3;Myślenice;01.01.2023
12;9;3;Chełm;01.01.2023
12;9;3;Dolne Przedmieście;01.01.2023
12;9;3;Górne Przedmieście;01.01.2023
12;9;3;Tarnówka;01.01.2023
12;9;3;Zarabie;01.01.2023
12;19;4;Niepołomice;01.01.2023
12;19;4;Boryczów;01.01.2023
12;19;4;Grobla;01.01.2023
12;19;4;Jazy;01.01.2023
12;19;4;Kaźmierz;01.01.2023
12;19;4;Mszczęcin;01.01.2023
12;19;4;Pasternik;01.01.2023
12;19;4;Piaski;01.01.2023
12;19;4;Podborze;01.01.2023
12;19;4;Podgrabie;01.01.2023
12;19;4;Świdowa;01.01.2023
12;19;4;Wężowiec;01.01.2023
12;19;4;Zagrody;01.01.2023
12;19;4;Zakościele;01.01.2023
12;14;5;Proszowice;01.01.2023
12;14;5;Brzoz;01.01.2023
12;14;5;Cegielnia;01.01.2023
12;14;5;Podgórze;01.01.2023
12;14;5;Zagrody;01.01.2023
12;6;10;Skała;01.01.2023
12;6;11;Skawina;01.01.2023
12;6;11;Bagienki;01.01.2023
12;6;11;Bardynówka;01.01.2023
12;6;11;Dębcza;01.01.2023
12;6;11;Dolne Korabniki;01.01.2023
12;6;11;Górne Korabniki;01.01.2023
12;6;11;Jagielnia;01.01.2023
12;6;11;Jaszek;01.01.2023
12;6;11;Koniasta;01.01.2023
12;6;11;Koniaste Doły;01.01.2023
12;6;11;Korabniki;01.01.2023
12;6;11;Łysa Góra;01.01.2023
12;6;11;Obczar;01.01.2023
12;6;11;Podbory;01.01.2023
12;6;11;Podkoniasta;01.01.2023
12;6;11;Podlipki;01.01.2023
12;6;11;Samborek;01.01.2023
12;6;11;Stare Miasto;01.01.2023
12;6;11;Szwaby;01.01.2023
12;6;11;Wyrwisko;01.01.2023
12;6;12;Słomniki;01.01.2023
12;6;12;Konsulka;01.01.2023
12;6;12;Kwietnica;01.01.2023
12;6;12;Szarysz;01.01.2023
12;6;12;Targowisko;01.01.2023
12;6;12;Zamoście;01.01.2023
12;9;7;Sułkowice;01.01.2023
12;9;7;Górki;01.01.2023
12;9;7;Łubianka;01.01.2023
12;9;7;Malikówka;01.01.2023
12;9;7;Poddaństwo;01.01.2023
12;9;7;Ptasznica;01.01.2023
12;9;7;Sucha Góra;01.01.2023
12;9;7;Węgry;01.01.2023
12;9;7;Zagumnie;01.01.2023
12;9;7;Zielona;01.01.2023
12;19;5;Wieliczka;01.01.2023
12;19;5;Bogucice;01.01.2023
12;19;5;Centrala;01.01.2023
12;19;5;Glinki;01.01.2023
12;19;5;Gościniec;01.01.2023
12;19;5;Grabówki;01.01.2023
12;19;5;Klasno;01.01.2023
12;19;5;Kłosów;01.01.2023
12;19;5;Kolonia;01.01.2023
12;19;5;Kopalina;01.01.2023
12;19;5;Koszutka;01.01.2023
12;19;5;Krzyszkowice;01.01.2023
12;19;5;Krzyżowa;01.01.2023
12;19;5;Lednica Dolna;01.01.2023
12;19;5;Lekarka;01.01.2023
12;19;5;Podlesie;01.01.2023
12;19;5;Turówka;01.01.2023
12;19;5;Zadory;01.01.2023
18;61;1;Krosno;01.01.2023
18;61;1;Białobrzegi;01.01.2023
18;61;1;Bursaki;01.01.2023
18;61;1;Debrza;01.01.2023
18;61;1;Dół;01.01.2023
18;61;1;Guzikówka;01.01.2023
18;61;1;Haczowiaki;01.01.2023
18;61;1;Jeleniówka;01.01.2023
18;61;1;Kletówka;01.01.2023
18;61;1;Krościenko Niżne;01.01.2023
18;61;1;Lesiska;01.01.2023
18;61;1;Lunaria;01.01.2023
18;61;1;Obszar;01.01.2023
18;61;1;Olejarze;01.01.2023
18;61;1;Pod Dębiną;01.01.2023
18;61;1;Polanka;01.01.2023
18;61;1;Polanka-Karol;01.01.2023
18;61;1;Przygrody;01.01.2023
18;61;1;Rokowiec;01.01.2023
18;61;1;Sienierówka;01.01.2023
18;61;1;Suchodół;01.01.2023
18;61;1;Tłoki Lewe;01.01.2023
18;61;1;Tłoki Prawe;01.01.2023
18;61;1;Turaszówka;01.01.2023
18;61;1;Wisze;01.01.2023
18;61;1;Załęże;01.01.2023
18;61;1;Zapłocie;01.01.2023
18;61;1;Zawodzie;01.01.2023
12;5;2;Biecz;01.01.2023
12;5;2;Belna;01.01.2023
12;5;2;Granice;01.01.2023
12;5;2;Harta;01.01.2023
12;5;2;Nęckówka;01.01.2023
12;5;2;Przedmieście Dolne;01.01.2023
12;5;2;Przedmieście Górne;01.01.2023
12;5;2;Wapniska;01.01.2023
12;5;2;Załawie;01.01.2023
18;2;1;Brzozów;01.01.2023
18;2;1;Blich;01.01.2023
18;2;1;Borkówka;01.01.2023
18;2;1;Jakla Mała;01.01.2023
18;2;1;Jakla Wielka;01.01.2023
18;2;1;Podlesie;01.01.2023
18;2;1;Potok;01.01.2023
18;2;1;Widacz;01.01.2023
18;7;2;Dukla;01.01.2023
18;7;2;Blech;01.01.2023
18;7;2;Cergowska;01.01.2023
18;7;2;Dwór;01.01.2023
18;7;2;Kaczyniec;01.01.2023
18;7;2;Łąki;01.01.2023
18;7;2;Na Brzegu;01.01.2023
18;7;2;Na Węgierskiem;01.01.2023
18;7;3;Iwonicz-Zdrój;01.01.2023
18;7;3;Turkówka;01.01.2023
18;7;3;Wschodnia;01.01.2023
18;7;3;Zdrojowa;01.01.2023
18;7;3;Zdrój;01.01.2023
18;5;1;Jasło;01.01.2023
18;5;1;Błonie;01.01.2023
18;5;1;Bryły;01.01.2023
18;5;1;Brzyszczki;01.01.2023
18;5;1;Gamrat;01.01.2023
18;5;1;Gądki;01.01.2023
18;5;1;Gliniczek;01.01.2023
18;5;1;Górka;01.01.2023
18;5;1;Hankówka;01.01.2023
18;5;1;Kaczorowy;01.01.2023
18;5;1;Kowalowy;01.01.2023
18;5;1;Krajowice;01.01.2023
18;5;1;Niegłowice;01.01.2023
18;5;1;Nowy Żółków;01.01.2023
18;5;1;Podzamcze;01.01.2023
18;5;1;Sobniów;01.01.2023
18;5;1;Ulaszowice;01.01.2023
18;5;1;Warzyce;01.01.2023
18;7;4;Jedlicze;01.01.2023
18;7;4;Borek;01.01.2023
18;7;4;Dwór;01.01.2023
18;7;4;Górka;01.01.2023
18;7;4;Grabiny;01.01.2023
18;7;4;Kolonia Dolna;01.01.2023
18;7;4;Kolonia Górna;01.01.2023
18;7;4;Męcinka;01.01.2023
18;7;4;Miasto;01.01.2023
18;7;4;Na Podłączu;01.01.2023
18;7;4;Na Stawkach;01.01.2023
18;7;4;Na Winnicy;01.01.2023
18;7;4;Place;01.01.2023
18;7;4;Rynek;01.01.2023
18;7;4;Wisze;01.01.2023
18;7;4;Zapłocia;01.01.2023
18;7;4;Zawodzie;01.01.2023
18;21;3;Lesko;01.01.2023
18;21;3;Posada Leska;01.01.2023
18;7;8;Rymanów;01.01.2023
18;7;8;Bartoszów;01.01.2023
18;7;8;Gąsiorówki;01.01.2023
18;7;8;Kalwaria;01.01.2023
18;7;8;Kąty;01.01.2023
18;7;8;Młynek;01.01.2023
18;7;8;Nowa Wieś;01.01.2023
18;7;8;Posada Dolna;01.01.2023
18;7;8;Pustki;01.01.2023
18;17;1;Sanok;01.01.2023
18;17;1;Balowskie;01.01.2023
18;17;1;Biała Góra;01.01.2023
18;17;1;Błonie;01.01.2023
18;17;1;Czerkiesy;01.01.2023
18;17;1;Dąbrówka Ruska;01.01.2023
18;17;1;Dąbrówka Polska;01.01.2023
18;17;1;Glinice;01.01.2023
18;17;1;Hyclówka;01.01.2023
18;17;1;Kiczory;01.01.2023
18;17;1;Księżówka;01.01.2023
18;17;1;Na Dębie;01.01.2023
18;17;1;Na Tartak;01.01.2023
18;17;1;Okołowiczówka;01.01.2023
18;17;1;Olchowce;01.01.2023
18;17;1;Pod Gajem;01.01.2023
18;17;1;Pod Lasem;01.01.2023
18;17;1;Podgaj;01.01.2023
18;17;1;Podmiechy;01.01.2023
18;17;1;Posada Olchowska;01.01.2023
18;17;1;Posada Sanocka;01.01.2023
18;17;1;Potoki;01.01.2023
18;17;1;Przysiółek;01.01.2023
18;17;1;Sigoć;01.01.2023
18;17;1;Stawiska;01.01.2023
18;17;1;Szklana Góra;01.01.2023
18;17;1;Szkudliki;01.01.2023
18;17;1;Śródmieście;01.01.2023
18;17;1;Wójtostwo;01.01.2023
18;17;1;Wujski;01.01.2023
18;1;8;Ustrzyki Dolne;01.01.2023
18;1;8;Osiedle Fabryczne;01.01.2023
18;1;8;Pod Dębami;01.01.2023
18;1;8;Strwiążek;01.01.2023
18;1;8;Strwiążyczek;01.01.2023
18;1;8;Ustjanowa Górna;01.01.2023
18;1;8;Zabłocie;01.01.2023
18;17;7;Zagórz;01.01.2023
18;17;7;Dolina;01.01.2023
18;17;7;Dział;01.01.2023
18;17;7;Kiliczawa;01.01.2023
18;17;7;Kocaby;01.01.2023
18;17;7;Łysa Góra;01.01.2023
18;17;7;Na Bagnie;01.01.2023
18;17;7;Nowy Zagórz;01.01.2023
18;17;7;Pod Porażem;01.01.2023
18;17;7;Podklasztorne;01.01.2023
18;17;7;Skowronówka;01.01.2023
18;17;7;Wielopole;01.01.2023
18;17;7;Za Rzeką;01.01.2023
18;17;7;Zagronie;01.01.2023
18;17;7;Zasław;01.01.2023
18;17;7;Żabnik;01.01.2023
2;62;1;Legnica;01.01.2023
2;62;1;Przybków;01.01.2023
2;16;1;Chocianów;01.01.2023
2;9;1;Chojnów;01.01.2023
2;3;1;Głogów;01.01.2023
2;3;1;Biechów;01.01.2023
2;3;1;Widziszów;01.01.2023
2;3;1;Wróblin Głogowski;01.01.2023
2;5;1;Jawor;01.01.2023
2;5;1;Stary Jawor;01.01.2023
2;11;1;Lubin;01.01.2023
2;11;1;Małomice;01.01.2023
2;16;4;Polkowice;01.01.2023
2;9;7;Prochowice;01.01.2023
2;9;7;Chwalkowice;01.01.2023
2;16;5;Przemków;01.01.2023
2;11;4;Ścinawa;01.01.2023
2;26;2;Złotoryja;01.01.2023
30;63;1;Leszno;01.01.2023
30;63;1;Antoniny;01.01.2023
30;63;1;Gronowo;01.01.2023
30;63;1;Grzybowo;01.01.2023
30;63;1;Leszczynko;01.01.2023
30;63;1;Podwale;01.01.2023
30;63;1;Zaborowo;01.01.2023
30;63;1;Zatorze;01.01.2023
30;22;1;Bojanowo;01.01.2023
30;22;1;Osada Druga;01.01.2023
30;22;1;Osada Pierwsza;01.01.2023
30;22;1;Osada Trzecia;01.01.2023
30;4;1;Borek Wielkopolski;01.01.2023
30;4;2;Gostyń;01.01.2023
30;4;2;Pożegowo;01.01.2023
2;4;1;Góra;01.01.2023
2;4;1;Kajęcin;01.01.2023
30;22;2;Jutrosin;01.01.2023
30;12;2;Kobylin;01.01.2023
30;11;1;Kościan;01.01.2023
30;11;1;Czarkowo;01.01.2023
30;11;1;Gurostwo;01.01.2023
30;11;1;Kiełczewo;01.01.2023
30;11;1;Kurza Góra;01.01.2023
30;4;3;Krobia;01.01.2023
30;11;4;Krzywiń;01.01.2023
30;22;3;Miejska Górka;01.01.2023
30;13;3;Osieczna;01.01.2023
30;13;3;Stanisławówka;01.01.2023
30;4;6;Pogorzela;01.01.2023
30;4;7;Poniec;01.01.2023
30;22;5;Rawicz;01.01.2023
30;22;5;Sarnowa;01.01.2023
30;22;5;Sarnówka;01.01.2023
30;13;4;Rydzyna;01.01.2023
8;12;2;Szlichtyngowa;01.01.2023
30;11;5;Śmigiel;01.01.2023
2;4;4;Wąsosz;01.01.2023
8;12;3;Wschowa;01.01.2023
8;12;3;Nowe Ogrody;01.01.2023
6;63;1;Lublin;01.01.2023
6;63;1;Abramowice;01.01.2023
6;9;5;Abramowice Kościelne;01.01.2023
6;63;1;Bazylianówka;01.01.2023
6;63;1;Białkowska Góra;01.01.2023
6;63;1;Bielszczyzna;01.01.2023
6;63;1;Biskupie;01.01.2023
6;63;1;Bronowice;01.01.2023
6;63;1;Bursaki;01.01.2023
6;63;1;Choinki;01.01.2023
6;63;1;Choiny;01.01.2023
6;63;1;Chruszczanka;01.01.2023
6;63;1;Czechów Dolny;01.01.2023
6;63;1;Czechów Górny;01.01.2023
6;63;1;Czechów-Kolonia;01.01.2023
6;63;1;Czechówka Dolna;01.01.2023
6;63;1;Czechówka Górna;01.01.2023
6;63;1;Czechówka Górna-Kolonia;01.01.2023
6;63;1;Czuby;01.01.2023
6;63;1;Czwartek;01.01.2023
6;63;1;Dąbrowa-Las;01.01.2023
6;63;1;Długa Wieś;01.01.2023
6;63;1;Dzbenin;01.01.2023
6;63;1;Dziesiąta;01.01.2023
6;63;1;Felin;01.01.2023
6;63;1;Gajówka-Bór;01.01.2023
6;63;1;Granicznik;01.01.2023
6;63;1;Hajdów;01.01.2023
6;63;1;Helenów;01.01.2023
6;63;1;Jerzysław;01.01.2023
6;63;1;Kalinowszczyzna;01.01.2023
6;63;1;Kolonia Sławinek;01.01.2023
6;63;1;Konstantynów;01.01.2023
6;63;1;Kośminek;01.01.2023
6;63;1;Lemszczyzna;01.01.2023
6;63;1;Lisków;01.01.2023
6;63;1;Listków;01.01.2023
6;63;1;Majdan Tatarski;01.01.2023
6;63;1;Majdan Wrotkowski;01.01.2023
6;63;1;Majdanek;01.01.2023
6;63;1;Nowiny;01.01.2023
6;63;1;Nowy Kośminek;01.01.2023
6;63;1;Partanina;01.01.2023
6;63;1;Piaski;01.01.2023
6;63;1;Piorunówka;01.01.2023
6;63;1;Poczekajka;01.01.2023
6;63;1;Podgrodzie;01.01.2023
6;63;1;Podzamcze;01.01.2023
6;63;1;Ponikwoda;01.01.2023
6;63;1;Prawiedniki;01.01.2023
6;63;1;Rudnik;01.01.2023
6;63;1;Rury Bonifraterskie;01.01.2023
6;63;1;Rury Brygidkowskie;01.01.2023
6;63;1;Rury Jezuickie;01.01.2023
6;63;1;Rury Świętoduskie;01.01.2023
6;63;1;Rury Wizytkowskie;01.01.2023
6;63;1;Semborówka;01.01.2023
6;63;1;Sierakowszczyzna;01.01.2023
6;63;1;Sławin;01.01.2023
6;63;1;Sławinek;01.01.2023
6;63;1;Stare Miasto;01.01.2023
6;63;1;Stary Gaj;01.01.2023
6;63;1;Śródmieście;01.01.2023
6;63;1;Świstanówka;01.01.2023
6;63;1;Tatary;01.01.2023
6;63;1;Tomaszówka;01.01.2023
6;63;1;Trześniów;01.01.2023
6;63;1;Węglin;01.01.2023
6;63;1;Węglinek;01.01.2023
6;63;1;Wieniawa;01.01.2023
6;63;1;Wieniawka;01.01.2023
6;63;1;Wiktoryn;01.01.2023
6;63;1;Wola Sławińska;01.01.2023
6;63;1;Wrotków;01.01.2023
6;63;1;Wyścigi;01.01.2023
6;63;1;Zadębie Drugie;01.01.2023
6;63;1;Zadębie Pierwsze;01.01.2023
6;63;1;Zadębie Stare;01.01.2023
6;63;1;Zadębie Trzecie;01.01.2023
6;63;1;Zemborzyce;01.01.2023
6;63;1;Zemborzyce Górne;01.01.2023
6;63;1;Zimne Doły;01.01.2023
6;63;1;Zosinek;01.01.2023
6;63;1;Zygmuntów;01.01.2023
6;9;1;Bełżyce;01.01.2023
6;9;1;Czworaki;01.01.2023
6;9;1;Dołek;01.01.2023
6;9;1;Prebenda;01.01.2023
6;9;1;Wzgórze;01.01.2023
6;9;1;Zarzecze;01.01.2023
6;9;1;Zastawie;01.01.2023
6;9;3;Bychawa;01.01.2023
6;9;3;Grodzany;01.01.2023
6;9;3;Księżyzna;01.01.2023
6;9;3;Podzamcze;01.01.2023
6;9;3;Polanówka;01.01.2023
6;9;3;Rogalec;01.01.2023
6;9;3;Rudnik;01.01.2023
6;9;3;Walentówka;01.01.2023
6;9;3;Wandzin;01.01.2023
6;9;3;Wola Bychawska;01.01.2023
6;9;3;Wola Mała;01.01.2023
6;9;3;Zadębie;01.01.2023
6;16;1;Dęblin;01.01.2023
6;16;1;Frygiel;01.01.2023
6;16;1;Irena;01.01.2023
6;16;1;Lotnisko;01.01.2023
6;16;1;Masów;01.01.2023
6;16;1;Mierzwiączka;01.01.2023
6;16;1;Młynki;01.01.2023
6;16;1;Młynków;01.01.2023
6;16;1;Pawelcówka;01.01.2023
6;16;1;Rycice;01.01.2023
6;16;1;Starówka;01.01.2023
6;16;1;Stawy;01.01.2023
6;16;1;Twierdza;01.01.2023
6;16;1;Żdżary;01.01.2023
6;14;4;Kazimierz Dolny;01.01.2023
6;14;4;Albrechtówka;01.01.2023
6;14;4;Cholewianka;01.01.2023
6;14;4;Dąbrówka;01.01.2023
6;14;4;Doły;01.01.2023
6;14;4;Doły Wylęgowskie;01.01.2023
6;14;4;Góry Drugie;01.01.2023
6;14;4;Góry Pierwsze;01.01.2023
6;14;4;Góry Trzecie;01.01.2023
6;14;4;Helenówka;01.01.2023
6;14;4;Jeziorszczyzna;01.01.2023
6;14;4;Las Miejski;01.01.2023
6;14;4;Mięćmierz;01.01.2023
6;14;4;Nowy Las;01.01.2023
6;14;4;Okale;01.01.2023
6;14;4;Wylągi;01.01.2023
6;8;6;Kock;01.01.2023
6;8;6;Górka;01.01.2023
6;8;6;Plebanki;01.01.2023
6;7;1;Kraśnik;01.01.2023
6;7;1;Bojanówka;01.01.2023
6;7;1;Budzyń;01.01.2023
6;7;1;Cegielnie;01.01.2023
6;7;1;Dwugajówka;01.01.2023
6;7;1;Dziadowizna;01.01.2023
6;7;1;Gajówka Budzyń;01.01.2023
6;7;1;Góry;01.01.2023
6;7;1;Koszary;01.01.2023
6;7;1;Kraśnik Fabryczny;01.01.2023
6;7;1;Kwiatkowice;01.01.2023
6;7;1;Lasy;01.01.2023
6;7;1;Ośrodek-Miasto;01.01.2023
6;7;1;Piaski;01.01.2023
6;7;1;Podlesie;01.01.2023
6;7;1;Spławy;01.01.2023
6;7;1;Stary Kraśnik;01.01.2023
6;7;1;Wyżnianka-Kolonia;01.01.2023
6;7;1;Zarzecze Drugie;01.01.2023
6;7;1;Zarzecze Pierwsze;01.01.2023
6;8;1;Lubartów;01.01.2023
6;8;1;Jacek;01.01.2023
6;8;1;Łucka;01.01.2023
6;8;1;Roczniaki;01.01.2023
6;8;1;Zagrody Lubartowskie;01.01.2023
6;10;3;Łęczna;01.01.2023
6;10;3;Fortuna;01.01.2023
6;10;3;Pasterniak;01.01.2023
6;10;3;Podole;01.01.2023
6;10;3;Posiołek;01.01.2023
6;10;3;Przedmieście;01.01.2023
6;10;3;Trębaczów;01.01.2023
